"InvoiceNo","StockCode","Description","Quantity","UnitPrice","CustomerID"
"560033","84970L","SINGLE_HEART_ZINC_T-LIGHT_HOLDER",12,0.95,12388
"560033","84978","HANGING_HEART_JAR_T-LIGHT_HOLDER",12,1.25,12388
"560033","22580","ADVENT_CALENDAR_GINGHAM_SACK",6,5.95,12388
"560033","22086","PAPER_CHAIN_KIT_50'S_CHRISTMAS",6,2.95,12388
"560033","23311","VINTAGE_CHRISTMAS_STOCKING",12,2.55,12388
"560033","23294","SET_OF_6_SNACK_LOAF_BAKING_CASES",24,0.83,12388
"560033","23293","SET_OF_12_FAIRY_CAKE_BAKING_CASES",24,0.83,12388
"560033","23295","SET_OF_12_MINI_LOAF_BAKING_CASES",24,0.83,12388
"560033","23297","SET_40_HEART_SHAPE_PETIT_FOUR_CASES",24,1.65,12388
"560033","23296","SET_OF_6_TEA_TIME_BAKING_CASES",24,1.25,12388
"560473","22699","ROSES_REGENCY_TEACUP_AND_SAUCER",6,2.95,12431
"560473","23170","REGENCY_TEA_PLATE_ROSES",12,1.65,12431
"560473","21481","FAWN_BLUE_HOT_WATER_BOTTLE",6,2.95,12431
"560473","21524","DOORMAT_SPOTTY_HOME_SWEET_HOME",2,7.95,12431
"560473","22727","ALARM_CLOCK_BAKELIKE_RED",4,3.75,12431
"560473","84978","HANGING_HEART_JAR_T-LIGHT_HOLDER",24,1.25,12431
"560473","22726","ALARM_CLOCK_BAKELIKE_GREEN",4,3.75,12431
"560473","22138","BAKING_SET_9_PIECE_RETROSPOT",3,4.95,12431
"560473","22617","BAKING_SET_SPACEBOY_DESIGN",3,4.95,12431
"560473","21507","ELEPHANT,_BIRTHDAY_CARD,",12,0.42,12431
"560473","22027","TEA_PARTY_BIRTHDAY_CARD",12,0.42,12431
"560473","22712","CARD_DOLLY_GIRL",12,0.42,12431
"560473","23083","SET_6_PAPER_TABLE_LANTERN_STARS",6,3.75,12431
"560473","23298","SPOTTY_BUNTING",6,4.95,12431
"560473","23175","REGENCY_MILK_JUG_PINK",4,3.25,12431
"560473","23174","REGENCY_SUGAR_BOWL_GREEN",4,4.15,12431
"560473","21745","GAOLERS_KEYS_DECORATIVE_GARDEN",4,3.75,12431
"560473","20685","DOORMAT_RED_RETROSPOT",6,7.95,12431
"560473","21706","FOLDING_UMBRELLA_RED/WHITE_POLKADOT",8,4.95,12431
"560473","21707","FOLDING_UMBRELLA_BLACKBLUE_POLKADOT",8,4.95,12431
"560473","48129","DOORMAT_TOPIARY",4,7.95,12431
"560473","22835","HOT_WATER_BOTTLE_I_AM_SO_POORLY",4,4.65,12431
"560473","20725","LUNCH_BAG_RED_RETROSPOT",20,1.65,12431
"560491","23293","SET_OF_12_FAIRY_CAKE_BAKING_CASES",2,0.83,12415
"560491","23232","WRAP_VINTAGE_LEAF_DESIGN",1,0.42,12415
"560491","21503","TOYBOX__WRAP",1,0.42,12415
"560491","22546","MINI_JIGSAW_PURDEY",1,0.42,12415
"560491","22545","MINI_JIGSAW_BUNNIES",1,0.42,12415
"560491","21918","SET_12_KIDS_COLOUR__CHALK_STICKS",1,0.42,12415
"560491","21917","SET_12_KIDS__WHITE_CHALK_STICKS",1,0.42,12415
"560491","21843","RED_RETROSPOT_CAKE_STAND",1,10.95,12415
"560491","20979","36_PENCILS_TUBE_RED_RETROSPOT",1,1.25,12415
"560491","23245","SET_OF_3_REGENCY_CAKE_TINS",1,4.95,12415
"560491","23307","SET_OF_60_PANTRY_DESIGN_CAKE_CASES",1,0.55,12415
"560491","23243","SET_OF_TEA_COFFEE_SUGAR_TINS_PANTRY",1,4.95,12415
"560491","21210","SET_OF_72_RETROSPOT_PAPER__DOILIES",1,1.45,12415
"560491","23240","SET_OF_4_KNICK_KNACK_TINS_DOILEY",1,4.15,12415
"560491","23229","VINTAGE_DONKEY_TAIL_GAME",1,3.75,12415
"560491","23254","CHILDRENS_CUTLERY_DOLLY_GIRL",1,4.15,12415
"560491","21974","SET_OF_36_PAISLEY_FLOWER_DOILIES",1,1.45,12415
"560491","23242","TREASURE_TIN_BUFFALO_BILL",1,2.08,12415
"560491","23241","TREASURE_TIN_GYMKHANA_DESIGN",1,2.08,12415
"560491","23236","DOILEY_STORAGE_TIN",1,2.89,12415
"560491","23306","SET_OF_36_DOILIES_PANTRY_DESIGN",1,1.45,12415
"560491","23192","BUNDLE_OF_3_ALPHABET_EXERCISE_BOOKS",1,1.65,12415
"560491","23190","BUNDLE_OF_3_SCHOOL_EXERCISE_BOOKS",1,1.65,12415
"560491","22150","3_STRIPEY_MICE_FELTCRAFT",1,1.95,12415
"560491","22147","FELTCRAFT_BUTTERFLY_HEARTS",1,1.45,12415
"560491","23159","SET_OF_5_PANCAKE_DAY_MAGNETS",1,2.08,12415
"560491","23154","SET_OF_4_JAM_JAR_MAGNETS",1,2.08,12415
"560491","23207","LUNCH_BAG_ALPHABET_DESIGN",1,1.65,12415
"560491","23209","LUNCH_BAG_DOILEY_PATTERN",1,1.65,12415
"560491","23201","JUMBO_BAG_ALPHABET",1,2.08,12415
"560491","23203","JUMBO_BAG_DOILEY_PATTERNS",1,2.08,12415
"560491","85099B","JUMBO_BAG_RED_RETROSPOT",1,2.08,12415
"560491","23206","LUNCH_BAG_APPLE_DESIGN",1,1.65,12415
"560491","20725","LUNCH_BAG_RED_RETROSPOT",1,1.65,12415
"560491","21929","JUMBO_BAG_PINK_VINTAGE_PAISLEY",1,2.08,12415
"560491","21933","PINK_VINTAGE_PAISLEY_PICNIC_BAG",1,1.65,12415
"560491","22720","SET_OF_3_CAKE_TINS_PANTRY_DESIGN",1,4.95,12415
"560491","23292","SPACEBOY_CHILDRENS_CUP",1,1.25,12415
"560491","23291","DOLLY_GIRL_CHILDRENS_CUP",1,1.25,12415
"560491","23244","ROUND_STORAGE_TIN_VINTAGE_LEAF",1,1.95,12415
"560491","23235","STORAGE_TIN_VINTAGE_LEAF",1,2.89,12415
"560491","23165","LARGE_CERAMIC_TOP_STORAGE_JAR",1,1.65,12415
"560491","23167","SMALL_CERAMIC_TOP_STORAGE_JAR",1,0.83,12415
"560491","23166","MEDIUM_CERAMIC_TOP_STORAGE_JAR",1,1.25,12415
"560491","23255","CHILDRENS_CUTLERY_CIRCUS_PARADE",1,4.15,12415
"560491","23256","CHILDRENS_CUTLERY_SPACEBOY",1,4.15,12415
"560491","21936","RED_RETROSPOT_PICNIC_BAG",1,2.95,12415
"560491","22973","CHILDREN'S_CIRCUS_PARADE_MUG",1,1.65,12415
"560491","22138","BAKING_SET_9_PIECE_RETROSPOT",1,4.95,12415
"560491","23108","SET_OF_10_LED_DOLLY_LIGHTS",1,6.25,12415
"560491","23237","SET_OF_4_KNICK_KNACK_TINS_LEAF",1,4.15,12415
"560491","23174","REGENCY_SUGAR_BOWL_GREEN",1,4.15,12415
"560491","22492","MINI_PAINT_SET_VINTAGE",36,0.65,12415
"560491","23297","SET_40_HEART_SHAPE_PETIT_FOUR_CASES",2,1.65,12415
"560491","23296","SET_OF_6_TEA_TIME_BAKING_CASES",2,1.25,12415
"560491","23295","SET_OF_12_MINI_LOAF_BAKING_CASES",2,0.83,12415
"560491","23294","SET_OF_6_SNACK_LOAF_BAKING_CASES",2,0.83,12415
"C560540","85099B","JUMBO_BAG_RED_RETROSPOT",-1,2.08,12415
"C560540","23307","SET_OF_60_PANTRY_DESIGN_CAKE_CASES",-1,0.55,12415
"C560540","23306","SET_OF_36_DOILIES_PANTRY_DESIGN",-1,1.45,12415
"C560540","23297","SET_40_HEART_SHAPE_PETIT_FOUR_CASES",-2,1.65,12415
"C560540","23296","SET_OF_6_TEA_TIME_BAKING_CASES",-2,1.25,12415
"C560540","23295","SET_OF_12_MINI_LOAF_BAKING_CASES",-2,0.83,12415
"C560540","23294","SET_OF_6_SNACK_LOAF_BAKING_CASES",-2,0.83,12415
"C560540","23293","SET_OF_12_FAIRY_CAKE_BAKING_CASES",-2,0.83,12415
"C560540","23291","DOLLY_GIRL_CHILDRENS_CUP",-1,1.25,12415
"C560540","23256","CHILDRENS_CUTLERY_SPACEBOY",-1,4.15,12415
"C560540","23255","CHILDRENS_CUTLERY_CIRCUS_PARADE",-1,4.15,12415
"C560540","23254","CHILDRENS_CUTLERY_DOLLY_GIRL",-1,4.15,12415
"C560540","23245","SET_OF_3_REGENCY_CAKE_TINS",-1,4.95,12415
"C560540","23244","ROUND_STORAGE_TIN_VINTAGE_LEAF",-1,1.95,12415
"C560540","23243","SET_OF_TEA_COFFEE_SUGAR_TINS_PANTRY",-1,4.95,12415
"C560540","23242","TREASURE_TIN_BUFFALO_BILL",-1,2.08,12415
"C560540","23241","TREASURE_TIN_GYMKHANA_DESIGN",-1,2.08,12415
"C560540","23240","SET_OF_4_KNICK_KNACK_TINS_DOILEY",-1,4.15,12415
"C560540","23237","SET_OF_4_KNICK_KNACK_TINS_LEAF",-1,4.15,12415
"C560540","23236","DOILEY_STORAGE_TIN",-1,2.89,12415
"C560540","23235","STORAGE_TIN_VINTAGE_LEAF",-1,2.89,12415
"C560540","23232","WRAP_VINTAGE_LEAF_DESIGN",-1,0.42,12415
"C560540","23229","VINTAGE_DONKEY_TAIL_GAME",-1,3.75,12415
"C560540","23209","LUNCH_BAG_DOILEY_PATTERN",-1,1.65,12415
"C560540","23207","LUNCH_BAG_ALPHABET_DESIGN",-1,1.65,12415
"C560540","23206","LUNCH_BAG_APPLE_DESIGN",-1,1.65,12415
"C560540","23203","JUMBO_BAG_DOILEY_PATTERNS",-1,2.08,12415
"C560540","23201","JUMBO_BAG_ALPHABET",-1,2.08,12415
"C560540","23192","BUNDLE_OF_3_ALPHABET_EXERCISE_BOOKS",-1,1.65,12415
"C560540","23190","BUNDLE_OF_3_SCHOOL_EXERCISE_BOOKS",-1,1.65,12415
"C560540","23174","REGENCY_SUGAR_BOWL_GREEN",-1,4.15,12415
"C560540","23167","SMALL_CERAMIC_TOP_STORAGE_JAR",-1,0.83,12415
"C560540","23166","MEDIUM_CERAMIC_TOP_STORAGE_JAR",-1,1.25,12415
"C560540","23165","LARGE_CERAMIC_TOP_STORAGE_JAR",-1,1.65,12415
"C560540","23159","SET_OF_5_PANCAKE_DAY_MAGNETS",-1,2.08,12415
"C560540","23154","SET_OF_4_JAM_JAR_MAGNETS",-1,2.08,12415
"C560540","23108","SET_OF_10_LED_DOLLY_LIGHTS",-1,6.25,12415
"C560540","22973","CHILDREN'S_CIRCUS_PARADE_MUG",-1,1.65,12415
"C560540","22720","SET_OF_3_CAKE_TINS_PANTRY_DESIGN",-1,4.95,12415
"C560540","22546","MINI_JIGSAW_PURDEY",-1,0.42,12415
"C560540","22545","MINI_JIGSAW_BUNNIES",-1,0.42,12415
"C560540","22492","MINI_PAINT_SET_VINTAGE",-36,0.65,12415
"C560540","22150","3_STRIPEY_MICE_FELTCRAFT",-1,1.95,12415
"C560540","22147","FELTCRAFT_BUTTERFLY_HEARTS",-1,1.45,12415
"C560540","22138","BAKING_SET_9_PIECE_RETROSPOT",-1,4.95,12415
"C560540","21974","SET_OF_36_PAISLEY_FLOWER_DOILIES",-1,1.45,12415
"C560540","21936","RED_RETROSPOT_PICNIC_BAG",-1,2.95,12415
"C560540","21933","PINK_VINTAGE_PAISLEY_PICNIC_BAG",-1,1.65,12415
"C560540","21929","JUMBO_BAG_PINK_VINTAGE_PAISLEY",-1,2.08,12415
"C560540","21917","SET_12_KIDS__WHITE_CHALK_STICKS",-1,0.42,12415
"C560540","21843","RED_RETROSPOT_CAKE_STAND",-1,10.95,12415
"C560540","21503","TOYBOX__WRAP",-1,0.42,12415
"C560540","21210","SET_OF_72_RETROSPOT_PAPER__DOILIES",-1,1.45,12415
"C560540","20979","36_PENCILS_TUBE_RED_RETROSPOT",-1,1.25,12415
"C560540","20725","LUNCH_BAG_RED_RETROSPOT",-1,1.65,12415
"C560540","23292","SPACEBOY_CHILDRENS_CUP",-1,1.25,12415
"C560540","21918","SET_12_KIDS_COLOUR__CHALK_STICKS",-1,0.42,12415
"561040","22726","ALARM_CLOCK_BAKELIKE_GREEN",4,3.75,12431
"561040","22727","ALARM_CLOCK_BAKELIKE_RED",4,3.75,12431
"561040","22138","BAKING_SET_9_PIECE_RETROSPOT",6,4.95,12431
"561040","22617","BAKING_SET_SPACEBOY_DESIGN",6,4.95,12431
"561040","22729","ALARM_CLOCK_BAKELIKE_ORANGE",4,3.75,12431
"561040","22698","PINK_REGENCY_TEACUP_AND_SAUCER",6,2.95,12431
"561040","22730","ALARM_CLOCK_BAKELIKE_IVORY",4,3.75,12431
"561040","23284","DOORMAT_KEEP_CALM_AND_COME_IN",10,6.75,12431
"561040","21731","RED_TOADSTOOL_LED_NIGHT_LIGHT",24,1.65,12431
"561040","35637A","IVORY_STRING_CURTAIN_WITH_POLE",6,1.95,12431
"561040","23300","GARDENERS_KNEELING_PAD_CUP_OF_TEA",12,1.65,12431
"561040","23301","GARDENERS_KNEELING_PAD_KEEP_CALM",24,1.65,12431
"561040","85114B","IVORY_ENCHANTED_FOREST_PLACEMAT",6,1.65,12431
"561040","85114C","RED_ENCHANTED_FOREST_PLACEMAT",6,1.65,12431
"561040","84988","SET_OF_72_PINK_HEART_PAPER_DOILIES",12,1.45,12431
"561040","23306","SET_OF_36_DOILIES_PANTRY_DESIGN",12,1.45,12431
"561040","21931","JUMBO_STORAGE_BAG_SUKI",10,2.08,12431
"561040","23202","JUMBO_BAG_VINTAGE_LEAF",10,2.08,12431
"561040","35004B","SET_OF_3_BLACK_FLYING_DUCKS",12,4.65,12431
"561040","84978","HANGING_HEART_JAR_T-LIGHT_HOLDER",36,1.06,12431
"C561227","84978","HANGING_HEART_JAR_T-LIGHT_HOLDER",-36,1.06,12431
"561228","21731","RED_TOADSTOOL_LED_NIGHT_LIGHT",72,1.65,12431
"563179","23268","SET_OF_2_CERAMIC_CHRISTMAS_REINDEER",12,1.45,12431
"563179","23344","JUMBO_BAG_50'S_CHRISTMAS",10,2.08,12431
"563179","21164","HOME_SWEET_HOME_METAL_SIGN",6,2.95,12431
"563179","21731","RED_TOADSTOOL_LED_NIGHT_LIGHT",288,1.45,12431
"563179","23158","SET_OF_5_LUCKY_CAT_MAGNETS",12,2.08,12431
"563179","22090","PAPER_BUNTING_RETROSPOT",12,2.95,12431
"563179","20725","LUNCH_BAG_RED_RETROSPOT",10,1.65,12431
"563179","22383","LUNCH_BAG_SUKI_DESIGN",10,1.65,12431
"563179","35004G","SET_OF_3_GOLD_FLYING_DUCKS",4,6.35,12431
"563179","20726","LUNCH_BAG_WOODLAND",10,1.65,12431
"563614","22946","WOODEN_ADVENT_CALENDAR_CREAM",60,12.75,12415
"563614","22959","WRAP_CHRISTMAS_VILLAGE",200,0.34,12415
"563614","23285","PINK_VINTAGE_SPOT_BEAKER",96,0.72,12415
"563614","23288","GREEN_VINTAGE_SPOT_BEAKER",96,0.72,12415
"563614","23286","BLUE_VINTAGE_SPOT_BEAKER",96,0.72,12415
"563614","23287","RED_VINTAGE_SPOT_BEAKER",96,0.72,12415
"563614","23340","VINTAGE_CHRISTMAS_CAKE_FRILL",240,1.45,12415
"563614","23343","JUMBO_BAG_VINTAGE_CHRISTMAS",200,1.79,12415
"563614","23346","SPACEBOY_BEAKER",200,1.08,12415
"563614","23347","I_LOVE_LONDON_BEAKER",96,1.25,12415
"563614","23360","SET_8_CANDLES_VINTAGE_DOILY",144,1.65,12415
"563614","23345","DOLLY_GIRL_BEAKER",200,1.08,12415
"563614","23353","6_GIFT_TAGS_VINTAGE_CHRISTMAS",216,0.72,12415
"563614","22807","SET_OF_6_T-LIGHTS_TOADSTOOLS",36,2.55,12415
"563614","22687","DOORMAT_CHRISTMAS_VILLAGE",20,6.75,12415
"563614","22940","FELTCRAFT_CHRISTMAS_FAIRY",336,3.75,12415
"563614","22734","SET_OF_6_RIBBONS_VINTAGE_CHRISTMAS",72,2.49,12415
"563614","23328","SET_6_SCHOOL_MILK_BOTTLES_IN_CRATE",240,3.39,12415
"563614","23326","HANGING_MINI_COLOURED_BOTTLES",192,0.55,12415
"563614","23327","HANGING_CLEAR_MINI_BOTTLE",48,0.63,12415
"563614","23189","SET_OF_12_FORK_CANDLES",96,2.49,12415
"563614","23436","VINTAGE_CHRISTMAS_GIFT_BAG_LARGE",120,1.04,12415
"563614","22492","MINI_PAINT_SET_VINTAGE",576,0.55,12415
"563614","23201","JUMBO_BAG_ALPHABET",100,1.79,12415
"563614","21929","JUMBO_BAG_PINK_VINTAGE_PAISLEY",100,1.79,12415
"563614","23203","JUMBO_BAG_VINTAGE_DOILY",100,1.79,12415
"563614","23202","JUMBO_BAG_VINTAGE_LEAF",100,1.79,12415
"563614","85099B","JUMBO_BAG_RED_RETROSPOT",100,1.79,12415
"563614","22382","LUNCH_BAG_SPACEBOY_DESIGN",100,1.45,12415
"563614","22662","LUNCH_BAG_DOLLY_GIRL_DESIGN",100,1.45,12415
"563614","23207","LUNCH_BAG_ALPHABET_DESIGN",200,1.45,12415
"563614","23209","LUNCH_BAG_VINTAGE_DOILY",200,1.45,12415
"563614","23208","LUNCH_BAG_VINTAGE_LEAF_DESIGN",100,1.45,12415
"563614","20726","LUNCH_BAG_WOODLAND",100,1.45,12415
"563614","23241","TREASURE_TIN_GYMKHANA_DESIGN",144,1.85,12415
"563614","23242","TREASURE_TIN_BUFFALO_BILL",96,1.85,12415
"563614","22630","DOLLY_GIRL_LUNCH_BOX",256,1.65,12415
"563614","22629","SPACEBOY_LUNCH_BOX",256,1.65,12415
"563614","22138","BAKING_SET_9_PIECE_RETROSPOT",48,4.25,12415
"563614","22617","BAKING_SET_SPACEBOY_DESIGN",48,4.25,12415
"563614","23240","SET_OF_4_KNICK_KNACK_TINS_DOILY",96,3.75,12415
"563614","23237","SET_OF_4_KNICK_KNACK_TINS_LEAF",96,3.75,12415
"563614","23244","ROUND_STORAGE_TIN_VINTAGE_LEAF",48,1.65,12415
"563614","22423","REGENCY_CAKESTAND_3_TIER",32,10.95,12415
"563614","22697","GREEN_REGENCY_TEACUP_AND_SAUCER",48,2.55,12415
"563614","22698","PINK_REGENCY_TEACUP_AND_SAUCER",48,2.55,12415
"563614","22699","ROSES_REGENCY_TEACUP_AND_SAUCER",48,2.55,12415
"563614","23174","REGENCY_SUGAR_BOWL_GREEN",24,3.75,12415
"563614","23298","SPOTTY_BUNTING",100,4.15,12415
"563614","47566","PARTY_BUNTING",100,4.15,12415
"563614","21843","RED_RETROSPOT_CAKE_STAND",24,9.95,12415
"563614","20979","36_PENCILS_TUBE_RED_RETROSPOT",128,1.06,12415
"563614","22720","SET_OF_3_CAKE_TINS_PANTRY_DESIGN",64,4.25,12415
"563614","22980","PANTRY_SCRUBBING_BRUSH",48,1.45,12415
"563614","22993","SET_OF_4_PANTRY_JELLY_MOULDS",72,1.06,12415
"563614","22979","PANTRY_WASHING_UP_BRUSH",72,1.25,12415
"563614","23165","LARGE_CERAMIC_TOP_STORAGE_JAR",144,1.45,12415
"563614","23166","MEDIUM_CERAMIC_TOP_STORAGE_JAR",96,1.04,12415
"563614","23167","SMALL_CERAMIC_TOP_STORAGE_JAR",48,0.83,12415
"563614","21731","RED_TOADSTOOL_LED_NIGHT_LIGHT",432,1.45,12415
"563614","22557","PLASTERS_IN_TIN_VINTAGE_PAISLEY",96,1.45,12415
"563614","22551","PLASTERS_IN_TIN_SPACEBOY",96,1.45,12415
"563614","22544","MINI_JIGSAW_SPACEBOY",240,0.36,12415
"563614","21915","RED__HARMONICA_IN_BOX",240,1.06,12415
"563614","21914","BLUE_HARMONICA_IN_BOX",240,1.06,12415
"563614","22273","FELTCRAFT_DOLL_MOLLY",48,2.55,12415
"563614","22749","FELTCRAFT_PRINCESS_CHARLOTTE_DOLL",48,3.39,12415
"563614","22619","SET_OF_6_SOLDIER_SKITTLES",160,3.39,12415
"563614","22139","RETROSPOT_TEA_SET_CERAMIC_11_PC",24,4.25,12415
"563614","23193","BUFFALO_BILL_TREASURE_BOOK_BOX",216,1.95,12415
"563614","23194","GYMKHANA_TREASURE_BOOK_BOX",216,2.25,12415
"563614","23176","ABC_TREASURE_BOOK_BOX",72,1.95,12415
"563614","23177","TREASURE_ISLAND_BOOK_BOX",216,1.95,12415
"563614","22147","FELTCRAFT_BUTTERFLY_HEARTS",80,1.25,12415
"563614","22150","3_STRIPEY_MICE_FELTCRAFT",80,1.65,12415
"563614","21715","GIRLS_VINTAGE_TIN_SEASIDE_BUCKET",32,2.1,12415
"563614","21716","BOYS_VINTAGE_TIN_SEASIDE_BUCKET",32,2.1,12415
"563614","21058","PARTY_INVITES_WOODLAND",48,0.85,12415
"563614","22326","ROUND_SNACK_BOXES_SET_OF4_WOODLAND",96,2.55,12415
"563614","23550","WRAP_ALPHABET_POSTER",200,0.34,12415
"563614","23545","WRAP_RED_VINTAGE_DOILY",200,0.34,12415
"563614","21197","MULTICOLOUR__CONFETTI_IN_TUBE",48,1.45,12415
"563614","21196","ROUND_WHITE_CONFETTI_IN_TUBE",24,1.65,12415
"563614","21198","WHITE_HEART_CONFETTI_IN_TUBE",24,1.65,12415
"563614","21199","PINK__HEART_CONFETTI_IN_TUBE",24,1.65,12415
"563614","23314","VINTAGE_CHRISTMAS_TABLECLOTH",100,10.39,12415
"563614","22736","RIBBON_REEL_MAKING_SNOWMEN",120,1.45,12415
"563614","23312","VINTAGE_CHRISTMAS_GIFT_SACK",100,3.75,12415
"563614","22735","RIBBON_REEL_SOCKS_AND_MITTENS",120,1.45,12415
"563614","22738","RIBBON_REEL_SNOWY_VILLAGE",120,1.45,12415
"563614","22739","RIBBON_REEL_CHRISTMAS_SOCK_BAUBLE",120,1.45,12415
"563614","22950","36_DOILIES_VINTAGE_CHRISTMAS",288,1.25,12415
"563614","22909","SET_OF_20_VINTAGE_CHRISTMAS_NAPKINS",288,0.72,12415
"563614","22952","60_CAKE_CASES_VINTAGE_CHRISTMAS",240,0.42,12415
"563614","22910","PAPER_CHAIN_KIT_VINTAGE_CHRISTMAS",80,2.55,12415
"563614","23234","BISCUIT_TIN_VINTAGE_CHRISTMAS",216,2.49,12415
"563614","21905","MORE_BUTTER_METAL_SIGN",12,0.79,12415
"565145","22751","FELTCRAFT_PRINCESS_OLIVIA_DOLL",240,3.39,12415
"565145","21915","RED__HARMONICA_IN_BOX",720,1.06,12415
"565145","22492","MINI_PAINT_SET_VINTAGE",1152,0.55,12415
"565145","23349","ROLL_WRAP_VINTAGE_CHRISTMAS",60,1.25,12415
"565145","23445","ICE_CREAM_BUBBLES",200,0.72,12415
"565145","22818","CARD_CHRISTMAS_VILLAGE",72,0.36,12415
"565145","23077","DOUGHNUT_LIP_GLOSS",200,1.04,12415
"565145","22621","TRADITIONAL_KNITTING_NANCY",48,1.45,12415
"565146","21891","TRADITIONAL_WOODEN_SKIPPING_ROPE",144,1.45,12415
"565466","23206","LUNCH_BAG_APPLE_DESIGN",10,1.65,12422
"565466","23208","LUNCH_BAG_VINTAGE_LEAF_DESIGN",10,1.65,12422
"565466","23209","LUNCH_BAG_VINTAGE_DOILY",10,1.65,12422
"565466","23344","JUMBO_BAG_50'S_CHRISTMAS",10,2.08,12422
"565466","23199","JUMBO_BAG_APPLES",10,2.08,12422
"565466","23200","JUMBO_BAG_PEARS",10,2.08,12422
"565466","23202","JUMBO_BAG_VINTAGE_LEAF",10,2.08,12422
"565466","23267","SET_OF_4_SANTA_PLACE_SETTINGS",12,1.25,12422
"567085","21993","FLORAL_FOLK_STATIONERY_SET",12,1.25,12434
"567085","23238","SET_OF_4_KNICK_KNACK_TINS_LONDON",6,4.15,12434
"567085","23240","SET_OF_4_KNICK_KNACK_TINS_DOILY",6,4.15,12434
"567085","23285","PINK_VINTAGE_SPOT_BEAKER",16,0.85,12434
"567085","23286","BLUE_VINTAGE_SPOT_BEAKER",16,0.85,12434
"567085","23287","RED_VINTAGE_SPOT_BEAKER",16,0.85,12434
"567085","22983","CARD_BILLBOARD_FONT",12,0.42,12434
"567085","22716","CARD_CIRCUS_PARADE",12,0.42,12434
"567085","22024","RAINY_LADIES_BIRTHDAY_CARD",12,0.42,12434
"567085","21086","SET/6_RED_SPOTTY_PAPER_CUPS",12,0.65,12434
"567085","21194","PINK__HONEYCOMB_PAPER_FAN",12,0.65,12434
"567085","21202","DOLLY_HONEYCOMB_GARLAND",12,1.65,12434
"567085","21204","DAISIES__HONEYCOMB_GARLAND",12,1.65,12434
"567085","23293","SET_OF_12_FAIRY_CAKE_BAKING_CASES",16,0.83,12434
"567085","23296","SET_OF_6_TEA_TIME_BAKING_CASES",8,1.25,12434
"567085","23294","SET_OF_6_SNACK_LOAF_BAKING_CASES",8,0.83,12434
"567085","23295","SET_OF_12_MINI_LOAF_BAKING_CASES",16,0.83,12434
"567085","23328","SET_6_SCHOOL_MILK_BOTTLES_IN_CRATE",12,3.75,12434
"567085","23395","BELLE_JARDINIERE_CUSHION_COVER",4,3.75,12434
"567085","20838","FRENCH_LATTICE_CUSHION_COVER",12,0.85,12434
"567085","21208","PASTEL_COLOUR_HONEYCOMB_FAN",12,0.39,12434
"567085","21990","MODERN_FLORAL_STATIONERY_SET",12,1.25,12434
"567085","22379","RECYCLING_BAG_RETROSPOT",5,2.1,12434
"567085","22381","TOY_TIDY_PINK_POLKADOT",5,2.1,12434
"567085","21922","UNION_STRIPE_WITH_FRINGE__HAMMOCK",2,7.95,12434
"567085","23236","STORAGE_TIN_VINTAGE_DOILY",6,2.89,12434
"567085","22786","CUSHION_COVER_PINK_UNION_JACK",4,5.95,12434
"567085","22128","PARTY_CONES_CANDY_ASSORTED",24,1.25,12434
"567085","23298","SPOTTY_BUNTING",3,4.95,12434
"567085","20749","ASSORTED_COLOUR_MINI_CASES",2,7.95,12434
"567085","20750","RED_RETROSPOT_MINI_CASES",2,7.95,12434
"567085","48138","DOORMAT_UNION_FLAG",2,8.25,12434
"567085","21623","VINTAGE_UNION_JACK_MEMOBOARD",2,9.95,12434
"567085","22505","MEMO_BOARD_COTTAGE_DESIGN",4,4.95,12434
"568145","23326","HANGING_MINI_COLOURED_BOTTLES",96,0.63,12388
"568145","23327","HANGING_CLEAR_MINI_BOTTLE",48,0.63,12388
"568145","23324","RUSTIC_STRAWBERRY_JAM_POT_LARGE",12,2.08,12388
"568145","23325","RUSTIC_STRAWBERRY_JAM_POT_SMALL",12,1.65,12388
"568145","23328","SET_6_SCHOOL_MILK_BOTTLES_IN_CRATE",24,3.39,12388
"568145","23433","HANGING_QUILTED_PATCHWORK_APPLES",24,0.83,12388
"568145","22669","RED_BABY_BUNTING",5,2.95,12388
"568145","47566","PARTY_BUNTING",12,4.95,12388
"568145","47590B","PINK_HAPPY_BIRTHDAY_BUNTING",3,5.45,12388
"568145","22720","SET_OF_3_CAKE_TINS_PANTRY_DESIGN",16,4.25,12388
"568145","23245","SET_OF_3_REGENCY_CAKE_TINS",8,4.95,12388
"568145","23024","LARGE_BONNE_JAM_JAR__T-LIGHT_HOLDER",6,2.89,12388
"568145","84970L","SINGLE_HEART_ZINC_T-LIGHT_HOLDER",36,1.25,12388
"568145","84970S","HANGING_HEART_ZINC_T-LIGHT_HOLDER",36,0.85,12388
"568145","84978","HANGING_HEART_JAR_T-LIGHT_HOLDER",24,1.25,12388
"568145","22478","BIRDHOUSE_GARDEN_MARKER",50,1.25,12388
"568145","22495","SET_OF_2_ROUND_TINS_CAMEMBERT",6,2.95,12388
"568145","22496","SET_OF_2_ROUND_TINS_DUTCH_CHEESE",6,2.95,12388
"568145","23236","STORAGE_TIN_VINTAGE_DOILY",18,2.89,12388
"568145","22086","PAPER_CHAIN_KIT_50'S_CHRISTMAS",12,2.95,12388
"568145","22910","PAPER_CHAIN_KIT_VINTAGE_CHRISTMAS",12,2.95,12388
